,Ship,Date,Person 1,Person 2,Person 3,Person 4,Person 5,Person 6,Person 7
1522,Percy Jackson/Original Male Character ,03 Jan 2019,Percy,OC,,,,,
1523,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1524,Jason Grace/Piper McLean,03 Jan 2019,Jason,Piper,,,,,
1525,Thalia Grace/Reyna Avila Ramírez-Arellano,03 Jan 2019,Thalia,Reyna,,,,,
1526,Juniper/Grover Underwood,03 Jan 2019,Juniper,Grover,,,,,
1527,Percy Jackson/OMC,03 Jan 2019,Percy,OMC,,,,,
1528,Leo Valdez/OMC,03 Jan 2019,Leo,OMC,,,,,
1529,Frank Zhang/OMC,03 Jan 2019,Frank,OMC,,,,,
1530,Travis Stoll/OMC,03 Jan 2019,Travis,OMC,,,,,
1531,Connor Stoll/OMC,03 Jan 2019,Connor,OMC,,,,,
1532,Travis Stoll/Connor Stoll/OMC,03 Jan 2019,Travis,Connor,OMC,,,,
1533,Jason Grace/OMC,03 Jan 2019,Jason,OMC,,,,,
1534,Nico di Angelo/Will Solace,03 Jan 2019,Nico,Will,,,,,
1535,Nico di Angelo/OMC,03 Jan 2019,Nico,OMC,,,,,
1536,Jason Grace/Piper McLean,03 Jan 2019,Jason,Piper,,,,,
1537,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1538,Jason Grace/Piper McLean,03 Jan 2019,Jason,Piper,,,,,
1539,Hazel Levesque/Frank Zhang,03 Jan 2019,Hazel,Frank,,,,,
1540,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1541,Nico di Angelo/Will Solace,03 Jan 2019,Nico,Will,,,,,
1542,Nico di Angelo/Original Female Character,03 Jan 2019,Nico,OC,,,,,
1543,Nico di Angelo/Will Solace/Original female character,03 Jan 2019,Nico,Will,OC,,,,
1544,Nico di Angelo/Reader,03 Jan 2019,Nico,Reader,,,,,
1545,Percy Jackson/Annabeth Chase,03 Jan 2019,Percy,Annabeth,,,,,
1546,Percy Jackson/Original Female Character,03 Jan 2019,Percy,OC,,,,,
1547,Ethan nakamura/Original female character,03 Jan 2019,Ethan,OC,,,,,
1548,Nico di Angelo/will Solace/Alex fierro/original female character,03 Jan 2019,Nico,Will,Alex,OC,,,
1549,Alex fierro/ original female character,03 Jan 2019,Alex,OC,,,,,
1550,Alex Fierro/Magnus Chase,03 Jan 2019,Alex,Magnus,,,,,
1551,Alex fierro/magnus chase/original female character,03 Jan 2019,Alex,Magnus,OC,,,,
1552,Jason Grace/Original Female Character,03 Jan 2019,Jason,OC,,,,,
1553,leo Valdez/Alex fierro/ original female character,03 Jan 2019,Leo,Alex,OC,,,,
1554,Leo Valdez/Original Female Character,03 Jan 2019,Leo,OC,,,,,
1555,leo Valdez/Nico di Angelo/original female character,03 Jan 2019,Leo,Nico,OC,,,,
1556,nico di angelo/Percy Jackson/original female character,03 Jan 2019,Nico,Percy,OC,,,,
1557,Hearthstone/original female character,03 Jan 2019,Hearthstone,OC,,,,,
1558,Frank Zhang/original female character,03 Jan 2019,Frank,OC,,,,,
1559,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1560,Jason Grace/Piper McLean,03 Jan 2019,Jason,Piper,,,,,
1561,Nico di Angelo/Will Solace,03 Jan 2019,Nico,Will,,,,,
1562,Thalia Grace/Reyna Avila Ramírez-Arellano,03 Jan 2019,Thalia,Reyna,,,,,
1563,Silena Beauregard/Charles Beckendorf,03 Jan 2019,Silena,Charles,,,,,
1564,Jason Grace/Percy Jackson,03 Jan 2019,Jason,Percy,,,,,
1565,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1566,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1567,Percy Jackson/Ethan Nakamura,03 Jan 2019,Percy,Ethan,,,,,
1568,Annabeth Chase/Nico di Angelo/Percy Jackson,03 Jan 2019,Annabeth,Nico,Percy,,,,
1569,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1570,Nico di Angelo/Will Solace,03 Jan 2019,Nico,Will,,,,,
1571,Hazel Levesque/Frank Zhang,03 Jan 2019,Hazel,Frank,,,,,
1572,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1573,Jason Grace/Piper McLean,03 Jan 2019,Jason,Piper,,,,,
1574,Hazel Levesque/Frank Zhang,03 Jan 2019,Hazel,Frank,,,,,
1575,Thalia Grace/Reyna Avila Ramírez-Arellano,03 Jan 2019,Thalia,Reyna,,,,,
1576,Nico di Angelo/Will Solace,03 Jan 2019,Nico,Will,,,,,
1577,Juniper/Grover Underwood,03 Jan 2019,Juniper,Grover,,,,,
1578,Octavian/Leo Valdez,03 Jan 2019,Octavian,Leo,,,,,
1579,Nico di Angelo/Will Solace,03 Jan 2019,Nico,Will,,,,,
1580,nico di angelo/anonymous,03 Jan 2019,Nico,anonymous,,,,,
1581,Annabeth Chase/Percy Jackson,03 Jan 2019,Annabeth,Percy,,,,,
1582,Nico di Angelo/Will Solace,03 Jan 2019,Nico,Will,,,,,
1583,Jason/Nico/Piper,31 Dec 2018,Jason,Nico,Piper,,,,
1584,Jason Grace/Piper McLean,31 Dec 2018,Jason,Piper,,,,,
1585,Nico di Angelo/Jason Grace,31 Dec 2018,Nico,Jason,,,,,
1586,Nico di Angelo/Jason Grace/Piper McLean,31 Dec 2018,Nico,Jason,Piper,,,,
1587,Jason Grace/Nico di Angelo,31 Dec 2018,Jason,Nico,,,,,
1588,Piper McLean/Nico di Angelo,31 Dec 2018,Piper,Nico,,,,,
1589,Jason Grace/Nico di Angelo/Piper McLean,31 Dec 2018,Jason,Nico,Piper,,,,
1590,Nico di Angelo/Piper McLean,31 Dec 2018,Nico,Piper,,,,,
1591,Michael Kahale/Octavian,31 Dec 2018,Michael Kahale,Octavian,,,,,
1592,Nico di Angelo/Will Solace,31 Dec 2018,Nico,Will,,,,,
1593,Annabeth Chase/Percy Jackson,31 Dec 2018,Annabeth,Percy,,,,,
1594,Annabeth Chase/Percy Jackson,31 Dec 2018,Annabeth,Percy,,,,,
1595,Magnus Chase/Alex Fierro,31 Dec 2018,Magnus,Alex,,,,,
1596,Nico di Angelo/Percy Jackson,31 Dec 2018,Nico,Percy,,,,,
1597,Luke Castellan/Thalia Grace,31 Dec 2018,Luke,Thalia,,,,,
1598,Jason Grace/Piper McLean,31 Dec 2018,Jason,Piper,,,,,
1599,Clarisse La Rue/Chris Rodriguez,31 Dec 2018,Clarisse,Chris,,,,,
1600,Hazel Levesque/Leo Valdez/Frank Zhang,31 Dec 2018,Hazel,Leo,Frank,,,,
1601,Jason Grace/Drew Tanaka,31 Dec 2018,Jason,Drew,,,,,
1602,Silena Beauregard/Charles Beckendorf,31 Dec 2018,Silena,Charles,,,,,
1603,Posiedon/Original Female Character,31 Dec 2018,Posiedon,OC,,,,,
1604,Hera/Zeus,31 Dec 2018,Hera,Zeus,,,,,
1605,Aphrodite/Ares,31 Dec 2018,Aphrodite,Ares,,,,,
1606,Aphrodite/Hephaestus,31 Dec 2018,Aphrodite,Hephaestus,,,,,
1607,Luke Castellan/Thalia Grace,31 Dec 2018,Luke,Thalia,,,,,
1608,Percy Jackson/Jason Grace,31 Dec 2018,Percy,Jason,,,,,
1609,Nico di Angelo/Percy Jackson,31 Dec 2018,Nico,Percy,,,,,
1610,Percy Jackson/Luke Castellan,31 Dec 2018,Percy,Luke,,,,,
1611,Leo Valdez/Frank Zhang,31 Dec 2018,Leo,Frank,,,,,
1612,Percy Jackson/Leo Valdez,31 Dec 2018,Percy,Leo,,,,,
1613,Percy Jackson/Zoë Nightshade,31 Dec 2018,Percy,Zo,,,,,
1614,Annabeth Chase/Percy Jackson,31 Dec 2018,Annabeth,Percy,,,,,
1615,Nico di Angelo/Will Solace,31 Dec 2018,Nico,Will,,,,,
1616,Nico di Angelo/Will Solace,31 Dec 2018,Nico,Will,,,,,
1617,Past Thalia Grace/Luke Castellan,31 Dec 2018,Thalia,Luke,,,,,
1618,Nico di Angelo/Will Solace,31 Dec 2018,Nico,Will,,,,,
1619,Thalia Grace/Reyna Avila Ramírez-Arellano,31 Dec 2018,Thalia,Reyna,,,,,
1620,Hazel Levesque/Frank Zhang,31 Dec 2018,Hazel,Frank,,,,,
1621,Calypso/Leo Valdez,31 Dec 2018,Calypso,Leo,,,,,
1622,Annabeth Chase/Percy Jackson,31 Dec 2018,Annabeth,Percy,,,,,
1623,Sally Jackson/Paul Blofis,31 Dec 2018,Sally,Paul Blofis,,,,,
1624,Annabeth Chase/Percy Jackson,31 Dec 2018,Annabeth,Percy,,,,,
1625,Jason Grace/Piper McLean,31 Dec 2018,Jason,Piper,,,,,
1626,Annabeth Chase/Percy Jackson,31 Dec 2018,Annabeth,Percy,,,,,
1627,Jason Grace/Piper McLean,31 Dec 2018,Jason,Piper,,,,,
1628,Hazel Levesque/Frank Zhang,31 Dec 2018,Hazel,Frank,,,,,
1629,Calypso/Leo Valdez,31 Dec 2018,Calypso,Leo,,,,,
1630,Nico di Angelo/Will Solace,31 Dec 2018,Nico,Will,,,,,
1631,Clarisse La Rue/Chris Rodriguez,31 Dec 2018,Clarisse,Chris,,,,,
1632,Katie Gardner/Travis Stoll,31 Dec 2018,Katie,Travis,,,,,
1633,Nico di Angelo/Reyna Avila Ramírez-Arellano,31 Dec 2018,Nico,Reyna,,,,,
1634,Annabeth Chase/Percy Jackson,31 Dec 2018,Annabeth,Percy,,,,,
1635,Annabeth Chase/Percy Jackson,29 Dec 2018,Annabeth,Percy,,,,,
1636,Nico di Angelo/Frank Zhang,29 Dec 2018,Nico,Frank,,,,,
1637,Annabeth Chase/Percy Jackson,29 Dec 2018,Annabeth,Percy,,,,,
1638,Nico di Angelo/Will Solace,29 Dec 2018,Nico,Will,,,,,
1639,Hazel Levesque/Frank Zhang,29 Dec 2018,Hazel,Frank,,,,,
1640,Percy Jackson/Annabeth Chase,29 Dec 2018,Percy,Annabeth,,,,,
1641,Calypso/Leo Valdez,29 Dec 2018,Calypso,Leo,,,,,
1642,Thalia Grace/Percy Jackson,29 Dec 2018,Thalia,Percy,,,,,
1643,Nico di Angelo/Percy Jackson,29 Dec 2018,Nico,Percy,,,,,
1644,Nico di Angelo/Percy Jackson,29 Dec 2018,Nico,Percy,,,,,
1645,Nico di Angelo/Will Solace,29 Dec 2018,Nico,Will,,,,,
1646,Nico di Angelo/Will Solace,29 Dec 2018,Nico,Will,,,,,
1647,Annabeth Chase/Percy Jackson,29 Dec 2018,Annabeth,Percy,,,,,
1648,Will/Nico,29 Dec 2018,Will,Nico,,,,,
1649,Annabeth/Percy,29 Dec 2018,Annabeth,Percy,,,,,
1650,Annabeth Chase/Luke Castellan,29 Dec 2018,Annabeth,Luke,,,,,
1651,Annabeth Chase/Percy Jackson,29 Dec 2018,Annabeth,Percy,,,,,
1652,Nico di Angelo/Percy Jackson,29 Dec 2018,Nico,Percy,,,,,
1653,Annabeth Chase/Piper McLean,29 Dec 2018,Annabeth,Piper,,,,,
1654,Annabeth Chase/Jason Grace,29 Dec 2018,Annabeth,Jason,,,,,
1655,Annabeth Chase/Piper McLean/Jason Grace,29 Dec 2018,Annabeth,Piper,Jason,,,,
1656,Nico di Angelo/Will Solace,29 Dec 2018,Nico,Will,,,,,
1657,Malcolm Pace/Sherman Yang,29 Dec 2018,Malcolm Pace,Sherman Yang,,,,,
1658,Nico di Angelo/Will Solace,29 Dec 2018,Nico,Will,,,,,
1659,Nico di Angelo/Will Solace,29 Dec 2018,Nico,Will,,,,,
1660,Mitchell/Connor Stoll,29 Dec 2018,Mitchell,Connor,,,,,
1661,Percy Jackson/Piper McLean,29 Dec 2018,Percy,Piper,,,,,
1662,Annabeth Chase/Percy Jackson,29 Dec 2018,Annabeth,Percy,,,,,
1663,Nico di Angelo/Will Solace,29 Dec 2018,Nico,Will,,,,,
1664,Jason Grace/Piper McLean,29 Dec 2018,Jason,Piper,,,,,
1665,Hazel Levesque/Frank Zhang,29 Dec 2018,Hazel,Frank,,,,,
1666,Katie Gardner/Travis Stoll,29 Dec 2018,Katie,Travis,,,,,
1667,Luke Castellan/Percy Jackson,29 Dec 2018,Luke,Percy,,,,,
1668,Jason Grace/Percy Jackson,29 Dec 2018,Jason,Percy,,,,,
1669,Luke Castellan/Thalia Grace,29 Dec 2018,Luke,Thalia,,,,,
1670,Annabeth Chase/Percy Jackson,29 Dec 2018,Annabeth,Percy,,,,,
1671,Side Pairing Jason Grace/Piper McLean,29 Dec 2018,Jason,Piper,,,,,
1672,Nico di Angelo/Percy Jackson,27 Dec 2018,Nico,Percy,,,,,
1673,percy jackson/OC,27 Dec 2018,Percy,OC,,,,,
1674,Artemis/Percy Jackson,27 Dec 2018,Artemis,Percy,,,,,
1675,Percy Jackson/Zoë Nightshade,27 Dec 2018,Percy,Zo,,,,,
1676,Percy Jackson/Historia Reiss,27 Dec 2018,Percy,Historia Reiss,,,,,
1677,Nico di Angelo/Will Solace,27 Dec 2018,Nico,Will,,,,,
1678,Annabeth Chase/Percy Jackson,27 Dec 2018,Annabeth,Percy,,,,,
1679,Calypso/Leo Valdez,27 Dec 2018,Calypso,Leo,,,,,
1680,Nico di Angelo/Jason Grace,27 Dec 2018,Nico,Jason,,,,,
1681,Luke Castellan/Percy Jackson,27 Dec 2018,Luke,Percy,,,,,
1682,Nico di Angelo/Will Solace,27 Dec 2018,Nico,Will,,,,,
1683,Nico di Angelo/Jason Grace/Percy Jackson,27 Dec 2018,Nico,Jason,Percy,,,,
1684,Nico di Angelo/Will Solace,27 Dec 2018,Nico,Will,,,,,
1685,Jason Grace/Piper McLean,27 Dec 2018,Jason,Piper,,,,,
1686,Annabeth Chase/Percy Jackson,27 Dec 2018,Annabeth,Percy,,,,,
1687,Magnus Chase/Alex Fierro,27 Dec 2018,Magnus,Alex,,,,,
1688,Blitzen/Hearthstone,27 Dec 2018,Blitzen,Hearthstone,,,,,
1689,Halfborn Gunderson/Mallory Keen,27 Dec 2018,Halfborn Gunderson,Mallory Keen,,,,,
1690,Annabeth Chase/Percy Jackson,27 Dec 2018,Annabeth,Percy,,,,,
1691,Nico di Angelo/Will Solace,27 Dec 2018,Nico,Will,,,,,
1692,Jason Grace/Thomas Jefferson Jr.,27 Dec 2018,Jason,Thomas Jefferson Jr.,,,,,
1693,Jason Grace/Percy Jackson,27 Dec 2018,Jason,Percy,,,,,
1694,Nico di Angelo/Jason Grace,27 Dec 2018,Nico,Jason,,,,,
1695,Nico di Angelo/Will Solace,27 Dec 2018,Nico,Will,,,,,
1696,Nico di Angelo/Will Solace,27 Dec 2018,Nico,Will,,,,,
1697,Annabeth Chase/Percy Jackson,27 Dec 2018,Annabeth,Percy,,,,,
1698,Annabeth Chase/Percy Jackson,27 Dec 2018,Annabeth,Percy,,,,,
1699,Nico di Angelo/Will Solace,27 Dec 2018,Nico,Will,,,,,
1700,Annabeth Chase/Percy Jackson,27 Dec 2018,Annabeth,Percy,,,,,
1701,Luke Castellan/Percy Jackson,25 Dec 2018,Luke,Percy,,,,,
1702,Sally Jackson/Poseidon,25 Dec 2018,Sally,Poseidon,,,,,
1703,Annabeth Chase/Percy Jackson,25 Dec 2018,Annabeth,Percy,,,,,
1704,Paul Blofis/Sally Jackson,25 Dec 2018,Paul Blofis,Sally,,,,,
1705,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1706,Hazel Levesque/Piper McLean,25 Dec 2018,Hazel,Piper,,,,,
1707,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1708,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1709,Jason Grace/Piper McLean,25 Dec 2018,Jason,Piper,,,,,
1710,Annabeth Chase/Percy Jackson,25 Dec 2018,Annabeth,Percy,,,,,
1711,Calypso/Leo Valdez,25 Dec 2018,Calypso,Leo,,,,,
1712,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1713,Hazel Levesque/Frank Zhang,25 Dec 2018,Hazel,Frank,,,,,
1714,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1715,Jason Grace/Leo Valdez,25 Dec 2018,Jason,Leo,,,,,
1716,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1717,Annabeth Chase/Percy Jackson,25 Dec 2018,Annabeth,Percy,,,,,
1718,Jason Grace/Piper McLean,25 Dec 2018,Jason,Piper,,,,,
1719,Hazel Levesque/Frank Zhang,25 Dec 2018,Hazel,Frank,,,,,
1720,Calypso/Leo Valdez,25 Dec 2018,Calypso,Leo,,,,,
1721,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1722,Annabeth Chase/Percy Jackson,25 Dec 2018,Annabeth,Percy,,,,,
1723,Jason Grace/Piper McLean,25 Dec 2018,Jason,Piper,,,,,
1724,Hazel Levesque/Frank Zhang,25 Dec 2018,Hazel,Frank,,,,,
1725,Nico di Angelo/Percy Jackson,25 Dec 2018,Nico,Percy,,,,,
1726,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1727,Nico di Angelo/Original Female Character,25 Dec 2018,Nico,OC,,,,,
1728,Nico di Angelo/Will Solace,25 Dec 2018,Nico,Will,,,,,
1729,Nico di Angelo/Will Solace,23 Dec 2018,Nico,Will,,,,,
1730,Annabeth Chase/Percy Jackson,23 Dec 2018,Annabeth,Percy,,,,,
1731,Jason Grace/Piper McLean,23 Dec 2018,Jason,Piper,,,,,
1732,Calypso/Leo Valdez,23 Dec 2018,Calypso,Leo,,,,,
1733,Hazel Levesque/Frank Zhang,23 Dec 2018,Hazel,Frank,,,,,
1734,Jason Grace/Percy Jackson,23 Dec 2018,Jason,Percy,,,,,
1735,Annabeth Chase/Piper McLean,23 Dec 2018,Annabeth,Piper,,,,,
1736,Original Male Character/Original Male Character,23 Dec 2018,OC,OC,,,,,
1737,Percy Jackson/Zoë Nightshade,23 Dec 2018,Percy,Zo,,,,,
1738,Nico di Angelo/Will Solace,23 Dec 2018,Nico,Will,,,,,
1739,Nico di Angelo/Percy Jackson,23 Dec 2018,Nico,Percy,,,,,
1740,Annabeth Chase/Percy Jackson,23 Dec 2018,Annabeth,Percy,,,,,
1741,Nico di Angelo/Will Solace,23 Dec 2018,Nico,Will,,,,,
1742,Jason Grace/Percy Jackson,23 Dec 2018,Jason,Percy,,,,,
1743,Percy Jackson/Will Solace,23 Dec 2018,Percy,Will,,,,,
1744,Jason Grace/Will Solace,23 Dec 2018,Jason,Will,,,,,
1745,Nico di Angelo/Jason Grace,23 Dec 2018,Nico,Jason,,,,,
1746,Nico di Angelo/Percy Jackson,23 Dec 2018,Nico,Percy,,,,,
1747,Jason Grace/Percy Jackson,23 Dec 2018,Jason,Percy,,,,,
1748,Nico di Angelo/Will Solace,23 Dec 2018,Nico,Will,,,,,
1749,Luke Castellan/Jason Grace/Percy Jackson/Octavian,23 Dec 2018,Luke,Jason,Percy,Octavian,,,
1750,Mitchell/Connor Stoll,23 Dec 2018,Mitchell,Connor,,,,,
1751,Jason Grace/Piper McLean,23 Dec 2018,Jason,Piper,,,,,
1752,Jason Grace/Reyna Avila Ramírez-Arellano,23 Dec 2018,Jason,Reyna,,,,,
1753,Jason Grace/Percy Jackson,23 Dec 2018,Jason,Percy,,,,,
1754,Luke Castellan/Percy Jackson,23 Dec 2018,Luke,Percy,,,,,
1755,Percy Jackson/Original Female Character,23 Dec 2018,Percy,OC,,,,,
1756,Jason Grace/Original Female Character,23 Dec 2018,Jason,OC,,,,,
1757,Leo Valdez/Original Female Character,23 Dec 2018,Leo,OC,,,,,
1758,Nico di Angelo/Leo Valdez,23 Dec 2018,Nico,Leo,,,,,
1759,Will Solace/Original Female Character,23 Dec 2018,Will,OC,,,,,
1760,Luke Castellan/Original Female Character,23 Dec 2018,Luke,OC,,,,,
1761,Nico di Angelo/Original Female Character,23 Dec 2018,Nico,OC,,,,,
1762,Lee Fletcher/Original Female Characters,23 Dec 2018,Lee Fletcher,OC,,,,,
1763,Frank Zhang/Original Female Character,23 Dec 2018,Frank,OC,,,,,
1764,Connor Stoll/Original Character,23 Dec 2018,Connor,OC,,,,,
1765,Octavian/Original Character,23 Dec 2018,Octavian,OC,,,,,
1766,Travis Stoll/Original Character,23 Dec 2018,Travis,OC,,,,,
1767,Nico di Angelo/Leo Valdez,23 Dec 2018,Nico,Leo,,,,,
1768,Calypso/Leo Valdez,23 Dec 2018,Calypso,Leo,,,,,
1769,Nico di Angelo/Will Solace,23 Dec 2018,Nico,Will,,,,,
1770,boy!Piper Mclean/Annabeth Chase,23 Dec 2018,Piper,Annabeth,,,,,
1771,Jason Grace/Percy Jackson,23 Dec 2018,Jason,Percy,,,,,
1772,Hazel Levesque/Frank Zhang,23 Dec 2018,Hazel,Frank,,,,,
1773,Nico di Angelo/Original Male Character,23 Dec 2018,Nico,OC,,,,,
1774,past Nico di Angelo/Will Solace - Relationship,23 Dec 2018,Nico,Will,,,,,
1775,Nico di Angelo/Will Solace,23 Dec 2018,Nico,Will,,,,,
1776,Annabeth Chase/Percy Jackson,23 Dec 2018,Annabeth,Percy,,,,,
1777,Hazel Levesque/Frank Zhang,23 Dec 2018,Hazel,Frank,,,,,
1778,Mitchell/Connor Stoll,23 Dec 2018,Mitchell,Connor,,,,,
1779,Cecil Markowitz/Jake Mason,23 Dec 2018,Cecil Markowitz,Jake Mason,,,,,
1780,Calypso/Leo Valdez,23 Dec 2018,Calypso,Leo,,,,,
1781,Magnus Chase/Alex Fierro,23 Dec 2018,Magnus,Alex,,,,,
1782,Nico di Angelo/Will Solace,21 Dec 2018,Nico,Will,,,,,
1783,Katie Gardner/Travis Stoll,21 Dec 2018,Katie,Travis,,,,,
1784,Annabeth Chase/Percy Jackson,21 Dec 2018,Annabeth,Percy,,,,,
1785,Hazel Levesque/Frank Zhang,21 Dec 2018,Hazel,Frank,,,,,
1786,Jason Grace/Piper McLean,21 Dec 2018,Jason,Piper,,,,,
1787,Nico di Angelo/Will Solace,21 Dec 2018,Nico,Will,,,,,
1788,Nico di Angelo/Percy Jackson,21 Dec 2018,Nico,Percy,,,,,
1789,Jason Grace/Percy Jackson,21 Dec 2018,Jason,Percy,,,,,
1790,Nico di Angelo/Will Solace,21 Dec 2018,Nico,Will,,,,,
1791,Annabeth Chase/Percy Jackson,21 Dec 2018,Annabeth,Percy,,,,,
1792,Percy Jackson/Poseidon,21 Dec 2018,Percy,Poseidon,,,,,
1793,Nico di Angelo/Will Solace,21 Dec 2018,Nico,Will,,,,,
1794,Annabeth Chase/Percy Jackson,21 Dec 2018,Annabeth,Percy,,,,,
1795,Hazel Levesque/Frank Zhang,21 Dec 2018,Hazel,Frank,,,,,
1796,Jason Grace/Piper McLean,21 Dec 2018,Jason,Piper,,,,,
1797,Nico di Angelo/Will Solace,21 Dec 2018,Nico,Will,,,,,
1798,Annabeth Chase/Percy Jackson,21 Dec 2018,Annabeth,Percy,,,,,
1799,Paul Blofis/Sally Jackson,21 Dec 2018,Paul Blofis,Sally,,,,,
1800,Nico di Angelo/Will Solace,21 Dec 2018,Nico,Will,,,,,
1801,Annabeth Chase/Piper McLean,21 Dec 2018,Annabeth,Piper,,,,,
1802,Jason Grace/Percy Jackson,21 Dec 2018,Jason,Percy,,,,,
1803,Nico di Angelo/Leo Valdez,21 Dec 2018,Nico,Leo,,,,,
1804,Nico di Angelo/Will Solace/Leo Valdez,21 Dec 2018,Nico,Will,Leo,,,,
1805,Piper McLean/Leo Valdez,21 Dec 2018,Piper,Leo,,,,,
1806,Leo/Piper,21 Dec 2018,Leo,Piper,,,,,
1807,Nico di Angelo/Will Solace,21 Dec 2018,Nico,Will,,,,,
1808,Maria ,21 Dec 2018,Maria ,,,,,,
1809,Rachel Elizabeth Dare/Percy Jackson,21 Dec 2018,Rachel,Percy,,,,,
1810,Jason Grace/Percy Jackson,21 Dec 2018,Jason,Percy,,,,,
1811,Dionysus/Percy Jackson,21 Dec 2018,Dionysus,Percy,,,,,
1812,Jason Grace/Percy Jackson,18 Dec 2018,Jason,Percy,,,,,
1813,Jason Grace/Piper McLean,18 Dec 2018,Jason,Piper,,,,,
1814,Nico di Angelo/Will Solace,18 Dec 2018,Nico,Will,,,,,
1815,Nico di Angelo/Jason Grace,18 Dec 2018,Nico,Jason,,,,,
1816,Nico di Angelo/Percy Jackson,18 Dec 2018,Nico,Percy,,,,,
1817,Annabeth Chase/Piper McLean,18 Dec 2018,Annabeth,Piper,,,,,
1818,Annabeth Chase/Jason Grace,18 Dec 2018,Annabeth,Jason,,,,,
1819,Annabeth Chase/Percy Jackson,18 Dec 2018,Annabeth,Percy,,,,,
1820,Katie Gardner/Travis Stoll,18 Dec 2018,Katie,Travis,,,,,
1821,Will Solace/Original Character,18 Dec 2018,Will,OC,,,,,
1822,Nico di Angelo/Percy Jackson,18 Dec 2018,Nico,Percy,,,,,
1823,Annabeth Chase/Percy Jackson,18 Dec 2018,Annabeth,Percy,,,,,
1824,Piper McLean/Reyna Avila Ramírez-Arellano,18 Dec 2018,Piper,Reyna,,,,,
1825,side Percy Jackson/Annabeth Chase,18 Dec 2018,Percy,Annabeth,,,,,
1826,one-sided Annabeth Chase/Piper Mclean,18 Dec 2018,Annabeth,Piper,,,,,
1827,one-sided Annabeth Chase/Reyna Avila Ramirez-Arellano,18 Dec 2018,Annabeth,Reyna,,,,,
1828,Jason Grace/Percy Jackson,18 Dec 2018,Jason,Percy,,,,,
1829,Jason Grace/Percy Jackson,18 Dec 2018,Jason,Percy,,,,,
1830,Apollo/Percy Jackson,18 Dec 2018,Apollo,Percy,,,,,
1831,Percy Jackson/Zeus,18 Dec 2018,Percy,Zeus,,,,,
1832,Jason Grace/Percy Jackson,18 Dec 2018,Jason,Percy,,,,,
1833,Jason Grace/Percy Jackson,18 Dec 2018,Jason,Percy,,,,,
1834,Percy Jackson/Zeus,18 Dec 2018,Percy,Zeus,,,,,
1835,Percy Jackson/Zeus,18 Dec 2018,Percy,Zeus,,,,,
1836,Jason Grace/Percy Jackson,18 Dec 2018,Jason,Percy,,,,,
1837,Jason Grace/Percy Jackson,18 Dec 2018,Jason,Percy,,,,,
1838,Percy Jackson/Zeus,18 Dec 2018,Percy,Zeus,,,,,
1839,Percy Jackson/Zeus,18 Dec 2018,Percy,Zeus,,,,,
1840,Percy Jackson/Zeus,18 Dec 2018,Percy,Zeus,,,,,
1841,Percy Jackson/Zeus,18 Dec 2018,Percy,Zeus,,,,,
1842,Luke Castellan/Percy Jackson,18 Dec 2018,Luke,Percy,,,,,
1843,Apollo/Percy Jackson,16 Dec 2018,Apollo,Percy,,,,,
1844,Hermes/Percy Jackson,16 Dec 2018,Hermes,Percy,,,,,
1845,Apollo/Hermes/Percy Jackson,16 Dec 2018,Apollo,Hermes,Percy,,,,
1846,Nico di Angelo/Pollux,16 Dec 2018,Nico,Pollux,,,,,
1847,Jason Grace/Percy Jackson,16 Dec 2018,Jason,Percy,,,,,
1848,Luke Castellan/Percy Jackson,16 Dec 2018,Luke,Percy,,,,,
1849,Percy Jackson/Zeus,16 Dec 2018,Percy,Zeus,,,,,
1850,Jason Grace/Percy Jackson,16 Dec 2018,Jason,Percy,,,,,
1851,Percy Jackson/Zeus,16 Dec 2018,Percy,Zeus,,,,,
1852,Jason Grace/Percy Jackson,16 Dec 2018,Jason,Percy,,,,,
1853,Jason Grace/Percy Jackson,16 Dec 2018,Jason,Percy,,,,,
1854,Apollo/Percy Jackson,16 Dec 2018,Apollo,Percy,,,,,
1855,Jason Grace/Percy Jackson,16 Dec 2018,Jason,Percy,,,,,
1856,Chrysaor/Percy Jackson,16 Dec 2018,Chrysaor,Percy,,,,,
